Boar Stud,Inventory,Target,Inventory to target,boars,dist,actual,WeekCommencing,target,Missed Index,yrwk,Average Days Rest,Standard Deviation,Total Boars Culled,% Boars Culled in Bottom 25%,Total Boars,Boars Trained Within 14 Days,Percent Trained,% Boars Distributed,Average Inventory,rate,IScore,TScore,DScore,BScore,Total,wk,qt,yr,Month
MBW Cimarron,196,200,98,158,119,124.2727818,3/30/1949,124.3944741,0.121692303,201914,7.053475936,1.105862289,0,0,80,70,87.5,75.3164557,0,0,3,1,3,2,9,14,2,2019,April
MBW Cyclone,189,200,94.5,173,165,124.21684810000001,3/30/1949,124.2662713,0.049423144,201914,7.016216216,0.220564387,0,0,99,76,76.76767677,95.37572254,0,0,3,3,3,1,10,14,2,2019,April
MBW Illinois,29,40,72.5,21,21,234.3401855,3/30/1949,234.3401855,0,201914,7,0.7200823,0,0,30,19,63.33333333,100,0,0,0,3,3,0,6,14,2,2019,April
MBW Yuma,202,210,96.19047619,172,139,124.2638814,3/30/1949,124.4516251,0.187743725,201914,7.121387283,1.216291703,0,0,39,37,94.87179487,80.81395349,0,0,3,0,3,3,9,14,2,2019,April
Princeton,427,428,99.76635514,392,333,124.3029003,3/30/1949,124.523024,0.220123714,201914,8.071052632,2.396722465,0,0,167,61,36.52694611,84.94897959,0,0,3,0,2,0,5,14,2,2019,April
Skyline Boar Stud,372,365,101.9178082,315,205,123.616379,3/30/1949,124.0861441,0.469765154,201914,8.211111111,7.532079267,0,0,96,15,15.625,65.07936508,0,0,3,0,2,0,5,14,2,2019,April
SPGVA,269,292,92.12328767,110,91,126.1120434,3/30/1949,126.644069,0.532025598,201914,8.668269231,5.722280624,0,0,143,26,18.18181818,82.72727273,0,0,3,0,2,0,5,14,2,2019,April
SPGNC,215,220,97.72727273,88,51,126.709068,3/30/1949,127.0851419,0.376073953,201914,8.73655914,2.944616157,0,0,115,107,93.04347826,57.95454545,0,0,3,0,2,3,8,14,2,2019,April
Clinton,214,0,0,202,195,123.6900415,4/6/1949,123.7662411,0.076199631,201915,6.731601732,1.028632075,0,0,85,67,78.82352941,96.53465347,0,0,0,2,3,1,6,15,2,2019,April
GCM7-4,210,0,0,155,131,124.8416456,4/6/1949,124.8788318,0.037186151,201915,7.497757848,1.734323451,0,0,104,98,94.23076923,84.51612903,0,0,0,3,3,3,9,15,2,2019,April
High Desert,146,150,97.33333333,107,57,125.3781064,4/6/1949,125.3830225,0.004916101,201915,8.008695652,1.88016261,0,0,45,42,93.33333333,53.27102804,0,0,3,3,2,3,11,15,2,2019,April
Ingold,130,0,0,130,118,124.1217875,4/6/1949,124.1919443,0.070156739,201915,7.701388889,2.2095782,0,0,63,60,95.23809524,90.76923077,0,0,0,2,3,3,8,15,2,2019,April
MB 7081,216,220,98.18181818,128,105,124.1164314,4/6/1949,124.3313398,0.214908359,201915,8.202247191,2.892342414,0,0,100,77,77,82.03125,0,0,3,0,2,1,6,15,2,2019,April
MB 7082,221,220,100.4545455,108,101,123.9651021,4/6/1949,124.0465761,0.081474026,201915,6.976878613,1.072671937,0,0,102,89,87.25490196,93.51851852,0,0,3,2,3,2,10,15,2,2019,April
MB 7092,569,600,94.83333333,572,540,123.6601368,4/6/1949,123.8084551,0.148318239,201915,5.604651163,1.678254292,0,0,190,186,97.89473684,94.40559441,0,0,3,1,2,3,9,15,2,2019,April
MB 7093,445,500,89,445,432,123.530447,4/6/1949,123.5970521,0.06660509,201915,5.394431555,0.921256265,0,0,30,29,96.66666667,97.07865169,0,0,2,2,2,3,9,15,2,2019,April
MBW Cimarron,195,200,97.5,157,119,124.3072723,4/6/1949,124.4239469,0.116674577,201915,6.783783784,0.918858434,0,0,80,70,87.5,75.79617834,0,0,3,1,3,2,9,15,2,2019,April
MBW Cyclone,185,200,92.5,169,167,124.2018356,4/6/1949,124.229693,0.027857347,201915,7.140540541,0.700721468,0,0,53,48,90.56603774,98.81656805,0,0,3,3,3,3,12,15,2,2019,April
MBW Illinois,29,40,72.5,21,21,234.4197733,4/6/1949,234.4197733,0,201915,7.379310345,1.897626207,0,0,30,19,63.33333333,100,0,0,0,3,3,0,6,15,2,2019,April
MBW Yuma,202,210,96.19047619,172,142,124.4513512,4/6/1949,124.4566315,0.005280333,201915,6.868421053,1.284235977,0,0,72,69,95.83333333,82.55813953,0,0,3,3,3,3,12,15,2,2019,April
Norson,153,0,0,114,65,122.9655227,4/6/1949,123.5848723,0.619349636,201915,9.583333333,3.646053523,0,0,29,17,58.62068966,57.01754386,0,0,0,0,1,0,1,15,2,2019,April
Princeton,423,428,98.8317757,389,335,124.3140353,4/6/1949,124.4521658,0.138130498,201915,7.743440233,1.995186269,0,0,167,61,36.52694611,86.11825193,0,0,3,1,3,0,7,15,2,2019,April
Skyline Boar Stud,368,365,100.8219178,313,194,123.7576874,4/6/1949,124.1730335,0.415346094,201915,7.883064516,1.899934871,0,0,0,0,0,61.98083067,0,0,3,0,3,3,9,15,2,2019,April
SPGVA,268,292,91.78082192,110,82,126.1612676,4/6/1949,126.818119,0.656851361,201915,7.797029703,5.069015339,0,0,111,11,9.90990991,74.54545455,0,0,3,0,3,0,6,15,2,2019,April
SPGNC,217,220,98.63636364,82,43,126.7447988,4/6/1949,127.1123747,0.367575944,201915,8.084415584,2.762851844,0,0,115,107,93.04347826,52.43902439,0,0,3,0,2,3,8,15,2,2019,April
Clinton,214,0,0,202,191,123.6843251,4/13/1949,123.8109446,0.126619507,201916,6.480176211,1.443111181,0,0,85,67,78.82352941,94.55445545,0,0,0,1,3,1,5,16,2,2019,April
GCM7-4,206,0,0,152,133,124.8519957,4/13/1949,124.8763614,0.024365704,201916,7.926940639,2.307577317,0,0,104,98,94.23076923,87.5,0,0,0,3,3,3,9,16,2,2019,April
High Desert,146,150,97.33333333,107,64,125.2297673,4/13/1949,125.230204,4.37e-4,201916,8.281690141,2.260879755,0,0,45,42,93.33333333,59.81308411,0,0,3,3,2,3,11,16,2,2019,April
Ingold,129,0,0,129,126,124.0757616,4/13/1949,124.1014456,0.025683958,201916,7.76,4.748267081,0,0,63,60,95.23809524,97.6744186,0,0,0,3,3,3,9,16,2,2019,April
MB 7081,196,220,89.09090909,127,111,124.0056775,4/13/1949,124.2838508,0.278173323,201916,7.906593407,2.384818568,0,0,100,77,77,87.4015748,0,0,3,0,3,1,6,16,2,2019,April
MB 7082,221,220,100.4545455,120,110,124.1624266,4/13/1949,124.2886676,0.126240986,201916,7.5,1.689398409,0,0,104,94,90.38461538,91.66666667,0,0,3,1,3,3,10,16,2,2019,April
MB 7092,566,600,94.33333333,566,552,123.6880021,4/13/1949,123.7340963,0.046094227,201916,5.192727273,1.68869104,0,0,190,186,97.89473684,97.52650177,0,0,3,3,2,3,11,16,2,2019,April
MB 7093,440,500,88,440,436,123.5350564,4/13/1949,123.5579606,0.022904257,201916,6.004587156,1.966378798,0,0,30,29,96.66666667,99.09090909,0,0,2,3,3,3,11,16,2,2019,April
MBW Cimarron,191,200,95.5,156,146,123.839958,4/13/1949,123.9841697,0.144211677,201916,6.686046512,1.504469971,0,0,80,70,87.5,93.58974359,0,0,3,1,3,2,9,16,2,2019,April
MBW Cyclone,181,200,90.5,166,159,124.25204,4/13/1949,124.2833505,0.031310501,201916,6.93956044,0.577359032,0,0,53,48,90.56603774,95.78313253,0,0,3,3,3,3,12,16,2,2019,April
MBW Illinois,29,40,72.5,21,20,234.552718,4/13/1949,234.7326723,0.179954278,201916,6.928571429,1.11980724,0,0,15,10,66.66666667,95.23809524,0,0,0,0,3,0,3,16,2,2019,April
MBW Yuma,196,210,93.33333333,170,153,124.2617728,4/13/1949,124.2869587,0.025185859,201916,7.132275132,0.944449411,0,0,72,69,95.83333333,90,0,0,3,3,3,3,12,16,2,2019,April
Norson,153,0,0,114,95,122.9552208,4/13/1949,123.1490261,0.193805291,201916,8.760479042,3.196778463,0,0,29,17,58.62068966,83.33333333,0,0,0,0,2,0,2,16,2,2019,April
Princeton,420,428,98.13084112,388,339,124.3192158,4/13/1949,124.3974266,0.078210809,201916,8.390428212,3.634321393,0,0,167,61,36.52694611,87.37113402,0,0,3,2,2,0,7,16,2,2019,April
Skyline Boar Stud,366,365,100.2739726,311,198,123.7219999,4/13/1949,124.1082969,0.386297055,201916,8.396,2.859350897,0,0,0,0,0,63.66559486,0,0,3,0,2,3,8,16,2,2019,April
SPGVA,247,292,84.5890411,110,80,126.1491418,4/13/1949,126.8403522,0.691210348,201916,7.892523364,3.32194866,0,0,111,11,9.90990991,72.72727273,0,0,1,0,3,0,4,16,2,2019,April
SPGNC,217,220,98.63636364,88,50,126.9326483,4/13/1949,127.1215256,0.1888773,201916,8.547058824,3.443649098,0,0,101,99,98.01980198,56.81818182,0,0,3,0,2,3,8,16,2,2019,April
Clinton,213,0,0,201,193,123.7762554,4/20/1949,123.8470859,0.070830479,201917,6.922746781,2.032716717,0,0,64,53,82.8125,96.0199005,0,0,0,2,3,2,7,17,2,2019,April
GCM7-4,204,0,0,150,129,124.9063406,4/20/1949,124.9100843,0.003743724,201917,7.698689956,2.479927849,0,0,104,98,94.23076923,86,0,0,0,3,3,3,9,17,2,2019,April
High Desert,146,150,97.33333333,107,44,125.9078442,4/20/1949,125.9365723,0.028728063,201917,6.557522124,1.695256265,0,0,45,42,93.33333333,41.12149533,0,0,3,3,3,3,12,17,2,2019,April
Ingold,126,0,0,126,116,124.0899638,4/20/1949,124.1928567,0.102892859,201917,7.273381295,2.098328373,0,0,63,60,95.23809524,92.06349206,0,0,0,1,3,3,7,17,2,2019,April
MB 7081,218,220,99.09090909,118,93,124.2685707,4/20/1949,124.4069852,0.138414519,201917,7.723684211,2.147530134,0,0,100,77,77,78.81355932,0,0,3,1,3,1,8,17,2,2019,April
MB 7082,221,220,100.4545455,120,106,124.3572843,4/20/1949,124.4382457,0.080961375,201917,6.869109948,1.009762215,0,0,101,91,90.0990099,88.33333333,0,0,3,2,3,3,11,17,2,2019,April
MB 7092,564,600,94,565,534,123.7629194,4/20/1949,123.8346049,0.071685541,201917,5.401088929,1.753105995,0,0,190,186,97.89473684,94.51327434,0,0,3,2,2,3,10,17,2,2019,April
MB 7093,437,500,87.4,438,431,123.5738391,4/20/1949,123.6251687,0.051329614,201917,5.695754717,0.87485542,0,0,30,29,96.66666667,98.40182648,0,0,2,2,2,3,9,17,2,2019,April
MB 7094,228,500,45.6,228,212,124.8245029,4/20/1949,124.9351098,0.11060691,201917,6.832298137,1.789678829,0,0,230,219,95.2173913,92.98245614,0,0,0,1,3,3,7,17,2,2019,April
MBW Cimarron,183,200,91.5,146,119,124.3337732,4/20/1949,124.3358092,0.002036027,201917,7.642857143,1.734765042,0,0,41,34,82.92682927,81.50684932,0,0,3,3,3,2,11,17,2,2019,April
MBW Cyclone,177,200,88.5,162,160,124.2294456,4/20/1949,124.2550177,0.025572037,201917,7.055865922,0.606339824,0,0,53,48,90.56603774,98.7654321,0,0,2,3,3,3,11,17,2,2019,April
MBW Illinois,29,40,72.5,21,21,234.4321643,4/20/1949,234.4321643,0,201917,7.074074074,1.858989095,0,0,15,10,66.66666667,100,0,0,0,3,3,0,6,17,2,2019,April
MBW Yuma,193,210,91.9047619,163,129,124.5665134,4/20/1949,124.579388,0.01287458,201917,6.878306878,2.32722218,0,0,72,69,95.83333333,79.14110429,0,0,3,3,3,3,12,17,2,2019,April
Norson,153,0,0,114,72,123.0574007,4/20/1949,123.5213175,0.463916833,201917,8.232142857,1.439282981,0,0,29,17,58.62068966,63.15789474,0,0,0,0,2,0,2,17,2,2019,April
Princeton,414,428,96.72897196,380,322,124.375639,4/20/1949,124.5022185,0.126579429,201917,8.237704918,11.28027976,0,0,167,61,36.52694611,84.73684211,0,0,3,1,2,0,6,17,2,2019,April
Skyline Boar Stud,360,365,98.63013699,306,202,123.7077164,4/20/1949,124.1306967,0.42298031,201917,8.313253012,2.968630526,0,0,0,0,0,66.0130719,0,0,3,0,2,3,8,17,2,2019,April
SPGVA,270,292,92.46575342,105,77,126.3330434,4/20/1949,126.9501073,0.617063854,201917,7.367875648,2.805204268,0,0,111,11,9.90990991,73.33333333,0,0,3,0,3,0,6,17,2,2019,April
SPGNC,217,220,98.63636364,88,51,126.9530781,4/20/1949,127.1839019,0.230823793,201917,8.49112426,3.010138312,0,0,101,99,98.01980198,57.95454545,0,0,3,0,2,3,8,17,2,2019,April
Clinton,213,0,0,201,65,123.8017397,4/27/1949,125.0403072,1.238567492,201918,6.987012987,0.979977262,0,0,64,53,82.8125,32.33830846,0,0,0,0,3,2,5,18,2,2019,May
GCM7-4,202,0,0,149,123,124.951712,4/27/1949,124.9559258,0.004213767,201918,7.660550459,1.916314548,0,0,104,98,94.23076923,82.55033557,0,0,0,3,3,3,9,18,2,2019,May
High Desert,146,150,97.33333333,107,81,124.3516824,4/27/1949,124.5857956,0.234113227,201918,7.722772277,2.764484805,0,0,45,42,93.33333333,75.70093458,0,0,3,0,3,3,9,18,2,2019,May
Ingold,144,0,0,114,110,124.0715127,4/27/1949,124.1215518,0.050039133,201918,7.097014925,1.261753184,0,0,63,60,95.23809524,96.49122807,0,0,0,2,3,3,8,18,2,2019,May
MB 7081,217,220,98.63636364,128,115,124.1701405,4/27/1949,124.2513346,0.081194136,201918,8.178571429,2.78430466,0,0,122,88,72.13114754,89.84375,0,0,3,2,2,1,8,18,2,2019,May
MB 7082,221,220,100.4545455,120,110,124.1784093,4/27/1949,124.2878724,0.10946305,201918,7.597156398,1.784534478,0,0,101,91,90.0990099,91.66666667,0,0,3,1,3,3,10,18,2,2019,May
MB 7092,561,600,93.5,563,541,123.7143447,4/27/1949,124.0388939,0.324549209,201918,5.449168207,1.760603919,0,0,110,108,98.18181818,96.09236234,0,0,3,0,2,3,8,18,2,2019,May
MB 7093,434,500,86.8,435,427,123.5278576,4/27/1949,123.5814777,0.053620106,201918,5.658878505,1.535067271,0,0,30,29,96.66666667,98.16091954,0,0,2,2,2,3,9,18,2,2019,May
MB 7094,227,500,45.4,227,201,124.8997078,4/27/1949,124.9956247,0.095916919,201918,6.216080402,1.302112779,0,0,230,219,95.2173913,88.54625551,0,0,0,2,3,3,8,18,2,2019,May
MBW Cimarron,181,200,90.5,146,117,124.3419078,4/27/1949,124.3419078,0,201918,7.668604651,1.952821418,0,0,41,34,82.92682927,80.1369863,0,0,3,3,3,2,11,18,2,2019,May
MBW Cyclone,177,200,88.5,162,155,124.2453677,4/27/1949,124.3005143,0.055146556,201918,6.953488372,0.699322592,0,0,53,48,90.56603774,95.67901235,0,0,2,2,3,3,10,18,2,2019,May
MBW Illinois,29,40,72.5,21,17,235.3885064,4/27/1949,235.3885064,0,201918,8.285714286,1.45405836,0,0,15,10,66.66666667,80.95238095,0,0,0,3,2,0,5,18,2,2019,May
MBW Yuma,193,210,91.9047619,163,139,124.212019,4/27/1949,124.4110556,0.19903663,201918,7.192513369,1.773565631,0,0,72,69,95.83333333,85.27607362,0,0,3,0,3,3,9,18,2,2019,May
Norson,129,0,0,104,75,122.9384284,4/27/1949,123.4027212,0.464292789,201918,11.05932203,10.36042138,0,0,29,17,58.62068966,72.11538462,0,0,0,0,0,0,0,18,2,2019,May
Prestage MS,255,0,0,158,146,124.026264,4/27/1949,124.0919766,0.065712623,201918,7.458874459,1.007276369,0,0,91,90,98.9010989,92.40506329,0,0,0,2,3,3,8,18,2,2019,May
Princeton,409,428,95.56074766,375,327,124.4108766,4/27/1949,124.4692952,0.058418613,201918,7.718015666,2.033454294,0,0,167,61,36.52694611,87.2,0,0,3,2,3,0,8,18,2,2019,May
Skyline Boar Stud,304,365,83.28767123,306,196,123.6586738,4/27/1949,124.149756,0.491082216,201918,7.239819005,1.427473281,0,0,0,0,0,64.05228758,0,0,1,0,3,3,7,18,2,2019,May
SPGVA,269,292,92.12328767,114,96,126.4272088,4/27/1949,126.7883821,0.361173272,201918,8.028436019,2.514557032,0,0,135,35,25.92592593,84.21052632,0,0,3,0,2,0,5,18,2,2019,May
SPGNC,217,220,98.63636364,88,53,126.9724285,4/27/1949,127.2269539,0.254525367,201918,8.582352941,3.406699854,0,0,101,99,98.01980198,60.22727273,0,0,3,0,2,3,8,18,2,2019,May
Clinton,213,0,0,201,181,123.7061824,5/4/1949,123.9521754,0.245993009,201919,7.388127854,1.471454894,0,0,64,53,82.8125,90.04975124,0,0,0,0,3,2,5,19,2,2019,May
GCM7-4,201,0,0,148,125,124.9348037,5/4/1949,124.9566495,0.021845817,201919,7.762790698,2.237010611,0,0,104,98,94.23076923,84.45945946,0,0,0,3,3,3,9,19,2,2019,May
High Desert,146,150,97.33333333,107,55,125.2344654,5/4/1949,125.4577155,0.223250113,201919,8.903225806,2.016586203,0,0,45,42,93.33333333,51.40186916,0,0,3,0,2,3,8,19,2,2019,May
Ingold,144,0,0,144,118,124.4174606,5/4/1949,124.5987273,0.181266737,201919,7.064285714,2.30173758,0,0,32,29,90.625,81.94444444,0,0,0,0,3,3,6,19,2,2019,May
MB 7081,217,220,98.63636364,128,105,124.1983196,5/4/1949,124.3737204,0.17540079,201919,7.797687861,2.251509926,0,0,122,88,72.13114754,82.03125,0,0,3,0,3,1,7,19,2,2019,May
MB 7082,220,220,100,119,109,124.1073232,5/4/1949,124.3335878,0.226264618,201919,6.990049751,1.473058213,0,0,101,91,90.0990099,91.59663866,0,0,3,0,3,3,9,19,2,2019,May
MB 7092,557,600,92.83333333,559,552,123.7240551,5/4/1949,123.7500257,0.025970603,201919,5.294990724,2.0213068,0,0,110,108,98.18181818,98.74776386,0,0,3,3,2,3,11,19,2,2019,May
MB 7093,432,500,86.4,434,433,123.5654316,5/4/1949,123.5779115,0.012479873,201919,5.529832936,0.78924755,0,0,30,29,96.66666667,99.76958525,0,0,2,3,2,3,10,19,2,2019,May
MB 7094,326,500,65.2,226,200,124.9031411,5/4/1949,125.0106896,0.107548441,201919,5.69035533,1.054900312,0,0,230,219,95.2173913,88.49557522,0,0,0,1,2,3,6,19,2,2019,May
MBW Cimarron,180,200,90,145,117,124.4178527,5/4/1949,124.5344785,0.116625757,201919,7.130681818,1.526890993,0,0,41,34,82.92682927,80.68965517,0,0,3,1,3,2,9,19,2,2019,May
MBW Cyclone,172,200,86,157,151,124.2830241,5/4/1949,124.3916144,0.108590258,201919,6.869822485,0.827848958,0,0,53,48,90.56603774,96.17834395,0,0,2,1,3,3,9,19,2,2019,May
MBW Illinois,26,40,65,21,20,234.264528,5/4/1949,234.4275281,0.163000097,201919,7.32,3.223869311,0,0,15,10,66.66666667,95.23809524,0,0,0,0,3,0,3,19,2,2019,May
MBW Yuma,193,210,91.9047619,163,140,124.272775,5/4/1949,124.3626194,0.08984444,201919,6.983783784,1.002581861,0,0,72,69,95.83333333,85.88957055,0,0,3,2,3,3,11,19,2,2019,May
Norson,129,0,0,104,76,123.1069648,5/4/1949,123.4513096,0.34434477,201919,9.136645963,1.912122167,0,0,29,17,58.62068966,73.07692308,0,0,0,0,1,0,1,19,2,2019,May
Prestage MS,253,0,0,157,145,124.1075516,5/4/1949,124.1429609,0.035409279,201919,7.159292035,0.500068825,0,0,91,90,98.9010989,92.3566879,0,0,0,3,3,3,9,19,2,2019,May
Princeton,401,428,93.69158879,367,325,124.3109431,5/4/1949,124.4749123,0.163969256,201919,7.112637363,1.264455662,0,0,167,61,36.52694611,88.55585831,0,0,3,0,3,0,6,19,2,2019,May
Skyline Boar Stud,300,365,82.19178082,262,205,123.6635163,5/4/1949,123.7258965,0.062380205,201919,7.830434783,3.210508779,0,0,0,0,0,78.24427481,0,0,1,2,3,3,9,19,2,2019,May
SPGVA,268,292,91.78082192,114,87,126.5351066,5/4/1949,127.0141153,0.479008704,201919,8.18061674,3.777901928,0,0,135,35,25.92592593,76.31578947,0,0,3,0,2,0,5,19,2,2019,May
SPGNC,217,220,98.63636364,88,57,126.7682794,5/4/1949,127.1366607,0.368381225,201919,8.892405063,3.167480952,0,0,101,99,98.01980198,64.77272727,0,0,3,0,2,3,8,19,2,2019,May
Clinton,223,0,0,184,180,123.7432102,5/11/1949,123.7895672,0.046357031,201920,7.115207373,1.319581541,0,0,64,53,82.8125,97.82608696,0,0,0,3,3,2,8,20,2,2019,May
GCM7-4,237,0,0,147,142,124.5983874,5/11/1949,124.6156619,0.017274476,201920,7.650224215,2.216560814,0,0,104,98,94.23076923,96.59863946,0,0,0,3,3,3,9,20,2,2019,May
High Desert,145,150,96.66666667,106,44,125.6957636,5/11/1949,125.7023767,0.006613133,201920,10.09859155,6.313679687,0,0,45,42,93.33333333,41.50943396,0,0,3,3,0,3,9,20,2,2019,May
Ingold,168,0,0,144,117,124.3168029,5/11/1949,124.5851412,0.26833825,201920,7.496453901,1.376455663,0,0,94,54,57.44680851,81.25,0,0,0,0,3,0,3,20,2,2019,May
MB 7081,217,220,98.63636364,128,125,124.1248782,5/11/1949,124.1760475,0.051169227,201920,7.832432432,2.477952132,0,0,91,60,65.93406593,97.65625,0,0,3,2,3,0,8,20,2,2019,May
MB 7082,219,220,99.54545455,116,112,124.0910687,5/11/1949,124.2387771,0.14770845,201920,7.52173913,2.787474956,0,0,101,91,90.0990099,96.55172414,0,0,3,1,3,3,10,20,2,2019,May
MB 7092,554,600,92.33333333,555,541,123.6962472,5/11/1949,123.7340992,0.037851992,201920,5.325233645,1.60605674,0,0,110,108,98.18181818,97.47747748,0,0,3,3,2,3,11,20,2,2019,May
MB 7093,430,500,86,431,420,123.5882556,5/11/1949,123.6291136,0.040857995,201920,5.842723005,1.53275027,0,0,30,29,96.66666667,97.44779582,0,0,2,3,2,3,10,20,2,2019,May
MB 7094,325,500,65,325,240,124.8435521,5/11/1949,125.3251509,0.481598729,201920,6.723502304,3.72392797,0,0,230,219,95.2173913,73.84615385,0,0,0,0,3,3,6,20,2,2019,May
MBW Cimarron,179,200,89.5,145,145,123.9340954,5/11/1949,123.9340954,0,201920,7.116666667,1.173615909,0,0,41,34,82.92682927,100,0,0,2,3,3,2,10,20,2,2019,May
MBW Cyclone,172,200,86,157,148,124.4389868,5/11/1949,124.4389868,0,201920,7.228070175,1.455426485,0,0,53,48,90.56603774,94.26751592,0,0,2,3,3,3,11,20,2,2019,May
MBW Illinois,24,40,60,19,17,235.9560812,5/11/1949,236.1300127,0.173931563,201920,6.913043478,0.996039588,0,0,15,10,66.66666667,89.47368421,0,0,0,0,3,0,3,20,2,2019,May
MBW Yuma,193,210,91.9047619,163,126,124.3695303,5/11/1949,124.5298514,0.160321112,201920,7.089385475,1.333597467,0,0,72,69,95.83333333,77.3006135,0,0,3,0,3,3,9,20,2,2019,May
Norson,277,0,0,104,93,123.0066764,5/11/1949,123.1470839,0.140407504,201920,11.09895833,12.08415513,0,0,138,94,68.11594203,89.42307692,0,0,0,1,0,0,1,20,2,2019,May
Prestage MS,251,0,0,156,127,124.2113758,5/11/1949,124.4589129,0.247537149,201920,7.267326733,0.682271435,0,0,91,90,98.9010989,81.41025641,0,0,0,0,3,3,6,20,2,2019,May
Princeton,375,428,87.61682243,341,282,124.1192553,5/11/1949,124.5123932,0.393137905,201920,7.043956044,1.48574188,0,0,167,61,36.52694611,82.69794721,0,0,2,0,3,0,5,20,2,2019,May
Skyline Boar Stud,298,365,81.64383562,260,194,123.6014498,5/11/1949,123.7583949,0.15694511,201920,9.854771784,6.631338795,0,0,0,0,0,74.61538462,0,0,1,0,1,3,5,20,2,2019,May
SPGVA,268,292,91.78082192,114,76,126.6635304,5/11/1949,127.1503886,0.486858218,201920,8.476635514,4.121045937,0,0,108,34,31.48148148,66.66666667,0,0,3,0,2,0,5,20,2,2019,May
SPGNC,214,220,97.27272727,82,51,126.9606232,5/11/1949,127.1832087,0.222585429,201920,8.888888889,3.463257433,0,0,104,99,95.19230769,62.19512195,0,0,3,0,2,3,8,20,2,2019,May
Clinton,243,0,0,202,179,0,5/18/1949,0,0,201921,7.117647059,0.797707524,0,0,64,53,82.8125,88.61386139,0,0,0,3,3,2,8,21,2,2019,May
Clinton,243,0,0,202,179,0,5/18/1949,0,0,201921,7.117647059,0.797707524,0,0,64,53,82.8125,88.61386139,0,0,0,3,3,2,8,21,2,2019,May
GCM7-4,235,207,113.52657,145,108,124.1794286,5/18/1949,125.1137575,0.934328844,201921,7.045045045,2.008522058,0,0,52,47,90.38461538,74.48275862,0,0,3,0,3,3,9,21,2,2019,May
GCM7-4,235,207,113.52657,145,108,124.1794286,5/18/1949,125.1137575,0.934328844,201921,7.045045045,2.008522058,0,0,52,47,90.38461538,74.48275862,0,0,3,0,3,3,9,21,2,2019,May
High Desert,145,150,96.66666667,106,58,125.2770691,5/18/1949,125.2784913,0.001422182,201921,7.912698413,2.20188952,0,0,45,42,93.33333333,54.71698113,0,0,3,3,3,3,12,21,2,2019,May
High Desert,145,150,96.66666667,106,58,125.2770691,5/18/1949,125.2784913,0.001422182,201921,7.912698413,2.20188952,0,0,45,42,93.33333333,54.71698113,0,0,3,3,3,3,12,21,2,2019,May
Ingold,167,0,0,143,120,124.4261336,5/18/1949,124.5741977,0.148064059,201921,7.79020979,2.174931266,0,0,94,54,57.44680851,83.91608392,0,0,0,1,3,0,4,21,2,2019,May
Ingold,167,0,0,143,120,124.4261336,5/18/1949,124.5741977,0.148064059,201921,7.79020979,2.174931266,0,0,94,54,57.44680851,83.91608392,0,0,0,1,3,0,4,21,2,2019,May
MB 7081,197,220,89.54545455,128,98,124.3984978,5/18/1949,124.5779686,0.179470766,201921,7.43373494,2.060848728,0,0,91,60,65.93406593,76.5625,0,0,3,0,3,0,5,21,2,2019,May
MB 7081,197,220,89.54545455,128,98,124.3984978,5/18/1949,124.5779686,0.179470766,201921,7.43373494,2.060848728,0,0,91,60,65.93406593,76.5625,0,0,3,0,3,0,5,21,2,2019,May
MB 7082,217,220,98.63636364,115,107,124.3091842,5/18/1949,124.3101358,9.52e-4,201921,7.78125,1.72267371,0,0,87,77,88.50574713,93.04347826,0,0,3,3,3,2,11,21,2,2019,May
