Employee Home Business Unit,Employee Home Business Unit Desc.,Employee Number,Employee Job Type Description,Pay Per Date,Pay Type,Pay Type Description,Hours,Employee Pay Class Description
8230,GIF-Boar Stud,1333002,Boar Stud HOD 2 (Hourly),1/26/2020,12,Premium,19.7,Hourly
8230,GIF-Boar Stud,1725042,Production Mgr Trainee 2 HOD,1/26/2020,1,Regular,80,Salaried
8230,GIF-Boar Stud,2121839,AI Courier,1/26/2020,1,Regular,57.03,Hourly
8230,GIF-Boar Stud,3289262,Production Mgr Trainee 1,1/26/2020,1,Regular,86.23,Hourly
8230,GIF-Boar Stud,3289262,Production Mgr Trainee 1,1/26/2020,12,Premium,19.95,Hourly
8230,GIF-Boar Stud,3289262,Production Mgr Trainee 1,1/26/2020,30,Holiday,9,Hourly
8230,GIF-Boar Stud,3298432,Herdsperson Trainee/Laborer,1/26/2020,1,Regular,55.9,Hourly
8230,GIF-Boar Stud,3309475,Production Mgr Trainee 1,1/26/2020,1,Regular,75.63,Hourly
8230,GIF-Boar Stud,3309475,Production Mgr Trainee 1,1/26/2020,12,Premium,8.82,Hourly
8230,GIF-Boar Stud,3309475,Production Mgr Trainee 1,1/26/2020,99,PTO,18,Hourly
49170,Boar Stud  49170,789451,Assistant Boar Stud Manager,1/26/2020,1,Regular,90,Salaried
49170,Boar Stud  49170,789507,Boar Stud Mgr.,1/26/2020,1,Regular,80,Salaried
49170,Boar Stud  49170,789809,Herdsperson 4 (Utah),1/26/2020,1,Regular,66.23,Hourly
49170,Boar Stud  49170,789809,Herdsperson 4 (Utah),1/26/2020,35,Prsnl Hol,20,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Utah),1/26/2020,1,Regular,78.1,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Utah),1/26/2020,35,Prsnl Hol,20,Hourly
49170,Boar Stud  49170,1205028,Production Mgr Trainee 1 Certf,1/26/2020,1,Regular,70.65,Hourly
49170,Boar Stud  49170,1205028,Production Mgr Trainee 1 Certf,1/26/2020,35,Prsnl Hol,20,Hourly
49170,Boar Stud  49170,2107647,Production Mgr Trainee 1 Certf,1/26/2020,1,Regular,67.45,Hourly
49170,Boar Stud  49170,2107647,Production Mgr Trainee 1 Certf,1/26/2020,35,Prsnl Hol,20,Hourly
49170,Boar Stud  49170,3311314,Herdsperson 1 (Hourly),1/26/2020,1,Regular,42.42,Hourly
49370,High Desert Boar Stud,3301684,Sow Farm Manager 3,1/26/2020,1,Regular,80,Salaried
49370,High Desert Boar Stud,3301689,Herdsperson 3 (Hourly),1/26/2020,1,Regular,86.7,Hourly
49370,High Desert Boar Stud,3301689,Herdsperson 3 (Hourly),1/26/2020,99,PTO,8,Hourly
49370,High Desert Boar Stud,3302292,Herdsperson 1 (Hourly),1/26/2020,1,Regular,51.85,Hourly
49370,High Desert Boar Stud,3304884,Sow Farm HOD 2 (Hourly),1/26/2020,1,Regular,76.83,Hourly
49370,High Desert Boar Stud,3304884,Sow Farm HOD 2 (Hourly),1/26/2020,30,Holiday,9,Hourly
49370,High Desert Boar Stud,3304884,Sow Farm HOD 2 (Hourly),1/26/2020,35,Prsnl Hol,18,Hourly
49370,High Desert Boar Stud,3326464,Herdsperson 1 (Hourly),1/26/2020,1,Regular,95.8,Hourly
49770,Colorado Boar Stud,901912,AI Courier,1/26/2020,1,Regular,26.5,Hourly
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,1/26/2020,1,Regular,80,Salaried
49770,Colorado Boar Stud,1938582,Herdsperson 3 (Hourly),1/26/2020,1,Regular,78.52,Hourly
49770,Colorado Boar Stud,3289266,Production Mgr Trainee 1,1/26/2020,1,Regular,77.58,Hourly
49770,Colorado Boar Stud,3316001,Production Mgr Trainee 2,1/26/2020,1,Regular,9,Salaried
70640,Farm 70640-AI,906806,Herdsperson 3 (Hourly),1/26/2020,1,Regular,59.95,Hourly
70640,Farm 70640-AI,906806,Herdsperson 3 (Hourly),1/26/2020,35,Prsnl Hol,9.6,Hourly
70640,Farm 70640-AI,906806,Herdsperson 3 (Hourly),1/26/2020,40,Bereavement,30,Hourly
70640,Farm 70640-AI,999886,Herdsperson 2 (Hourly),1/26/2020,1,Regular,79.73,Hourly
70640,Farm 70640-AI,999886,Herdsperson 2 (Hourly),1/26/2020,35,Prsnl Hol,20,Hourly
70640,Farm 70640-AI,999886,Herdsperson 2 (Hourly),1/26/2020,99,PTO,10,Hourly
70640,Farm 70640-AI,1248788,Herdsperson 3 (Hourly),1/26/2020,1,Regular,112.3,Hourly
70640,Farm 70640-AI,3304001,Boar Stud Mgr.,1/26/2020,1,Regular,80,Salaried
2874,AI Lab-Cyclone 2874,787767,Boar Stud Mgr.,2/9/2020,1,Regular,72,Salaried
2874,AI Lab-Cyclone 2874,787767,Boar Stud Mgr.,2/9/2020,30,Holiday,8,Salaried
2874,AI Lab-Cyclone 2874,3313735,Asst. Sow Farm Mgr. 1,2/9/2020,1,Regular,80,Salaried
2874,AI Lab-Cyclone 2874,3313736,Herdsperson 3 (Hourly),2/9/2020,1,Regular,84.42,Hourly
2874,AI Lab-Cyclone 2874,3313737,Herdsperson 3 (Hourly),2/9/2020,1,Regular,75.35,Hourly
2874,AI Lab-Cyclone 2874,3313737,Herdsperson 3 (Hourly),2/9/2020,99,PTO,8,Hourly
2874,AI Lab-Cyclone 2874,3313897,AI Courier,2/9/2020,1,Regular,36.17,Hourly
3470,AI Lab-Cimarron 3470,788267,Boar Stud Mgr.,2/9/2020,1,Regular,80,Salaried
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),2/9/2020,1,Regular,108.25,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),2/9/2020,99,PTO,3,Hourly
3470,AI Lab-Cimarron 3470,2372688,AI Courier,2/9/2020,1,Regular,36.65,Hourly
3470,AI Lab-Cimarron 3470,3309379,Herdsperson 4 (Hourly),2/9/2020,1,Regular,78.32,Hourly
3470,AI Lab-Cimarron 3470,3309379,Herdsperson 4 (Hourly),2/9/2020,99,PTO,8.37,Hourly
7068,Farm 7068-AI,791747,Boar Stud Mgr.,2/9/2020,1,Regular,80,Salaried
7068,Farm 7068-AI,1016880,Herdsperson 3 (Hourly),2/9/2020,1,Regular,75.32,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 3 (Hourly),2/9/2020,30,Holiday,9.6,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 3 (Hourly),2/9/2020,35,Prsnl Hol,9.6,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 3 (Hourly),2/9/2020,99,PTO,4,Hourly
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,2/9/2020,1,Regular,76.8,Salaried
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,2/9/2020,35,Prsnl Hol,9.6,Salaried
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,2/9/2020,99,PTO,9.6,Salaried
7068,Farm 7068-AI,1365358,Herdsperson 3 (Hourly),2/9/2020,1,Regular,97.3,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 3 (Hourly),2/9/2020,1,Regular,83.57,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 3 (Hourly),2/9/2020,35,Prsnl Hol,9.6,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 3 (Hourly),2/9/2020,99,PTO,4,Hourly
7069,Farm 7069-AI,797573,Sow Farm HOD 1 (Salary),2/9/2020,1,Regular,96,Salaried
7069,Farm 7069-AI,1123529,Boar Stud Mgr.,2/9/2020,1,Regular,80,Salaried
7069,Farm 7069-AI,1198387,Production Mgr Trainee 2,2/9/2020,1,Regular,76.17,Salaried
7069,Farm 7069-AI,1198387,Production Mgr Trainee 2,2/9/2020,99,PTO,10,Salaried
7069,Farm 7069-AI,3310840,Production Mgr Trainee 2 Certf,2/9/2020,1,Regular,96,Salaried
7069,Farm 7069-AI,3321432,Assistant Boar Stud Manager,2/9/2020,1,Regular,96,Salaried
7081,Deercroft Boar Stud,337578,Herdsperson 3 (Hourly),2/9/2020,1,Regular,88.15,Hourly
7081,Deercroft Boar Stud,700875,Boar Stud Mgr.,2/9/2020,1,Regular,80,Salaried
7081,Deercroft Boar Stud,1896603,Sow Farm HOD 1 (Salary),2/9/2020,1,Regular,96,Salaried
7081,Deercroft Boar Stud,3315133,Herdsperson 2 (Hourly),2/9/2020,1,Regular,75.87,Hourly
7081,Deercroft Boar Stud,3315133,Herdsperson 2 (Hourly),2/9/2020,30,Holiday,9.6,Hourly
7082,Laurel Hill Boar Stud,38447,Sow Farm HOD 1 (Salary),2/9/2020,1,Regular,96,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,2/9/2020,1,Regular,80,Salaried
7082,Laurel Hill Boar Stud,738304,Herdsperson 3 (Hourly),2/9/2020,1,Regular,82.9,Hourly
7082,Laurel Hill Boar Stud,738304,Herdsperson 3 (Hourly),2/9/2020,99,PTO,5,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 3 (Hourly),2/9/2020,1,Regular,79.9,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 3 (Hourly),2/9/2020,99,PTO,9,Hourly
7082,Laurel Hill Boar Stud,3292114,Herdsperson 3 (Hourly),2/9/2020,1,Regular,,Hourly
7092,Askin Boar Stud,689291,Sow Farm HOD 1 (Salary),2/9/2020,1,Regular,86.4,Salaried
7092,Askin Boar Stud,689291,Sow Farm HOD 1 (Salary),2/9/2020,30,Holiday,9.6,Salaried
7092,Askin Boar Stud,714927,Boar Stud Mgr.,2/9/2020,1,Regular,80,Salaried
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,2/9/2020,1,Regular,107.83,Hourly
7092,Askin Boar Stud,2117110,Herdsperson 3 (Hourly),2/9/2020,1,Regular,106.77,Hourly
7092,Askin Boar Stud,2141681,Herdsperson 3 (Hourly),2/9/2020,1,Regular,107.47,Hourly
7092,Askin Boar Stud,3309541,Herdsperson 2 (Hourly),2/9/2020,1,Regular,94.52,Hourly
7092,Askin Boar Stud,3309541,Herdsperson 2 (Hourly),2/9/2020,35,Prsnl Hol,9.6,Hourly
7092,Askin Boar Stud,3309541,Herdsperson 2 (Hourly),2/9/2020,99,PTO,4,Hourly
7092,Askin Boar Stud,3311226,Herdsperson 3 (Hourly),2/9/2020,1,Regular,100.1,Hourly
7092,Askin Boar Stud,3311226,Herdsperson 3 (Hourly),2/9/2020,30,Holiday,19.2,Hourly
7092,Askin Boar Stud,3314736,Production Mgr Trainee 1 Certf,2/9/2020,1,Regular,98.33,Hourly
7092,Askin Boar Stud,3314736,Production Mgr Trainee 1 Certf,2/9/2020,30,Holiday,19.2,Hourly
7093,Martin County Boar Stud,903716,Herdsperson 4 (Hourly),2/9/2020,30,Holiday,19.2,Hourly
7093,Martin County Boar Stud,935746,Boar Stud Mgr.,2/9/2020,1,Regular,80,Salaried
7093,Martin County Boar Stud,1226601,Sow Farm HOD 1 (Salary),2/9/2020,1,Regular,76.8,Salaried
7093,Martin County Boar Stud,1226601,Sow Farm HOD 1 (Salary),2/9/2020,30,Holiday,9.6,Salaried
7093,Martin County Boar Stud,1226601,Sow Farm HOD 1 (Salary),2/9/2020,35,Prsnl Hol,9.6,Salaried
7093,Martin County Boar Stud,1839253,Herdsperson 3 (Hourly),2/9/2020,1,Regular,72.08,Hourly
7093,Martin County Boar Stud,1839253,Herdsperson 3 (Hourly),2/9/2020,30,Holiday,28.8,Hourly
7093,Martin County Boar Stud,2099936,Herdsperson 3 (Hourly),2/9/2020,1,Regular,82.43,Hourly
7093,Martin County Boar Stud,2099936,Herdsperson 3 (Hourly),2/9/2020,30,Holiday,19.2,Hourly
7093,Martin County Boar Stud,3306937,Production Mgr Trainee 1 Certf,2/9/2020,1,Regular,110.25,Hourly
7093,Martin County Boar Stud,3310111,Production Mgr Trainee 1 Certf,2/9/2020,1,Regular,109.92,Hourly
7093,Martin County Boar Stud,3311229,Herdsperson 2 (Hourly),2/9/2020,1,Regular,109.8,Hourly
7093,Martin County Boar Stud,3311229,Herdsperson 2 (Hourly),2/9/2020,30,Holiday,9.6,Hourly
7093,Martin County Boar Stud,3337191,Herdsperson Trainee/Laborer,2/9/2020,1,Regular,91.25,Hourly
7094,Robersonville Boar Stud,1207316,Boar Stud Mgr.,2/9/2020,1,Regular,80,Salaried
7094,Robersonville Boar Stud,1216536,Herdsperson 3 (Hourly),2/9/2020,1,Regular,108.97,Hourly
7094,Robersonville Boar Stud,1287467,Herdsperson 3 (Hourly),2/9/2020,1,Regular,90.18,Hourly
7094,Robersonville Boar Stud,1287467,Herdsperson 3 (Hourly),2/9/2020,35,Prsnl Hol,9.6,Hourly
7094,Robersonville Boar Stud,1290639,Herdsperson 3 (Hourly),2/9/2020,1,Regular,90.28,Hourly
7094,Robersonville Boar Stud,1290639,Herdsperson 3 (Hourly),2/9/2020,99,PTO,9.6,Hourly
7094,Robersonville Boar Stud,1343023,Herdsperson 3 (Hourly),2/9/2020,1,Regular,109.77,Hourly
7094,Robersonville Boar Stud,1349171,Sow Farm HOD 1 (Salary),2/9/2020,1,Regular,96,Salaried
7094,Robersonville Boar Stud,3295314,Production Mgr Trainee 2 Certf,2/9/2020,1,Regular,86.4,Salaried
7094,Robersonville Boar Stud,3295314,Production Mgr Trainee 2 Certf,2/9/2020,35,Prsnl Hol,9.6,Salaried
7094,Robersonville Boar Stud,3311803,Herdsperson 3 (Hourly),2/9/2020,1,Regular,102.37,Hourly
7094,Robersonville Boar Stud,3312368,Herdsperson 2 (Hourly),2/9/2020,1,Regular,70.7,Hourly
7094,Robersonville Boar Stud,3312368,Herdsperson 2 (Hourly),2/9/2020,35,Prsnl Hol,9.6,Hourly
7094,Robersonville Boar Stud,3312368,Herdsperson 2 (Hourly),2/9/2020,40,Bereavement,9.6,Hourly
7094,Robersonville Boar Stud,3312368,Herdsperson 2 (Hourly),2/9/2020,99,PTO,9.6,Hourly
8230,GIF-Boar Stud,1069477,Boar Stud Mgr.,2/9/2020,1,Regular,80,Salaried
8230,GIF-Boar Stud,1168543,Boar Stud HOD 2 (Hourly),2/9/2020,1,Regular,79.1,Hourly
8230,GIF-Boar Stud,1168543,Boar Stud HOD 2 (Hourly),2/9/2020,12,Premium,16.3,Hourly
8230,GIF-Boar Stud,1168543,Boar Stud HOD 2 (Hourly),2/9/2020,35,Prsnl Hol,9,Hourly
8230,GIF-Boar Stud,1168643,Boar Stud HOD 1 (Hourly),2/9/2020,1,Regular,81.47,Hourly
8230,GIF-Boar Stud,1168643,Boar Stud HOD 1 (Hourly),2/9/2020,12,Premium,17.95,Hourly
8230,GIF-Boar Stud,1168643,Boar Stud HOD 1 (Hourly),2/9/2020,30,Holiday,9,Hourly
8230,GIF-Boar Stud,1172465,Boar Stud HOD 2 (Hourly),2/9/2020,1,Regular,96.05,Hourly
8230,GIF-Boar Stud,1172465,Boar Stud HOD 2 (Hourly),2/9/2020,12,Premium,18.68,Hourly
8230,GIF-Boar Stud,1173067,Boar Stud HOD 2 (Hourly),2/9/2020,1,Regular,74.25,Hourly
8230,GIF-Boar Stud,1173067,Boar Stud HOD 2 (Hourly),2/9/2020,12,Premium,17.67,Hourly
8230,GIF-Boar Stud,1173067,Boar Stud HOD 2 (Hourly),2/9/2020,30,Holiday,9,Hourly
8230,GIF-Boar Stud,1173067,Boar Stud HOD 2 (Hourly),2/9/2020,99,PTO,6,Hourly
8230,GIF-Boar Stud,1259599,Boar Stud HOD 1 (Hourly),2/9/2020,1,Regular,106.73,Hourly
8230,GIF-Boar Stud,1259599,Boar Stud HOD 1 (Hourly),2/9/2020,12,Premium,28.87,Hourly
8230,GIF-Boar Stud,1333002,Boar Stud HOD 2 (Hourly),2/9/2020,1,Regular,97.35,Hourly
8230,GIF-Boar Stud,1333002,Boar Stud HOD 2 (Hourly),2/9/2020,12,Premium,19.33,Hourly
8230,GIF-Boar Stud,1725042,Production Mgr Trainee 2 HOD,2/9/2020,1,Regular,80,Salaried
8230,GIF-Boar Stud,2121839,AI Courier,2/9/2020,1,Regular,33.08,Hourly
8230,GIF-Boar Stud,3289262,Production Mgr Trainee 1,2/9/2020,1,Regular,102.63,Hourly
8230,GIF-Boar Stud,3289262,Production Mgr Trainee 1,2/9/2020,12,Premium,19.12,Hourly
8230,GIF-Boar Stud,3298432,Herdsperson Trainee/Laborer,2/9/2020,1,Regular,56.77,Hourly
8230,GIF-Boar Stud,3309475,Production Mgr Trainee 1,2/9/2020,1,Regular,87.6,Hourly
8230,GIF-Boar Stud,3309475,Production Mgr Trainee 1,2/9/2020,12,Premium,17.63,Hourly
49170,Boar Stud  49170,789451,Assistant Boar Stud Manager,2/9/2020,1,Regular,81,Salaried
49170,Boar Stud  49170,789451,Assistant Boar Stud Manager,2/9/2020,99,PTO,9,Salaried
49170,Boar Stud  49170,789507,Boar Stud Mgr.,2/9/2020,1,Regular,80,Salaried
49170,Boar Stud  49170,789809,Herdsperson 4 (Utah),2/9/2020,1,Regular,67.3,Hourly
49170,Boar Stud  49170,789809,Herdsperson 4 (Utah),2/9/2020,99,PTO,20,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Utah),2/9/2020,1,Regular,70.88,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Utah),2/9/2020,99,PTO,20,Hourly
49170,Boar Stud  49170,1205028,Production Mgr Trainee 1 Certf,2/9/2020,1,Regular,77.4,Hourly
49170,Boar Stud  49170,1205028,Production Mgr Trainee 1 Certf,2/9/2020,99,PTO,10,Hourly
49170,Boar Stud  49170,2107647,Production Mgr Trainee 1 Certf,2/9/2020,1,Regular,82.23,Hourly
49170,Boar Stud  49170,3311314,Herdsperson 1 (Hourly),2/9/2020,1,Regular,28.55,Hourly
49370,High Desert Boar Stud,3301684,Sow Farm Manager 3,2/9/2020,1,Regular,80,Salaried
49370,High Desert Boar Stud,3301689,Herdsperson 3 (Hourly),2/9/2020,1,Regular,80.35,Hourly
49370,High Desert Boar Stud,3302292,Herdsperson 1 (Hourly),2/9/2020,1,Regular,20.57,Hourly
49370,High Desert Boar Stud,3304884,Sow Farm HOD 2 (Hourly),2/9/2020,1,Regular,93.58,Hourly
49370,High Desert Boar Stud,3304884,Sow Farm HOD 2 (Hourly),2/9/2020,99,PTO,9,Hourly
49370,High Desert Boar Stud,3326464,Herdsperson 1 (Hourly),2/9/2020,1,Regular,74.3,Hourly
49770,Colorado Boar Stud,901912,AI Courier,2/9/2020,1,Regular,19.77,Hourly
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,2/9/2020,1,Regular,64,Salaried
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,2/9/2020,30,Holiday,16,Salaried
49770,Colorado Boar Stud,1938582,Herdsperson 3 (Hourly),2/9/2020,1,Regular,73.12,Hourly
49770,Colorado Boar Stud,3289266,Production Mgr Trainee 1,2/9/2020,1,Regular,76.12,Hourly
49770,Colorado Boar Stud,3316001,Production Mgr Trainee 2,2/9/2020,1,Regular,45,Salaried
49770,Colorado Boar Stud,3316001,Production Mgr Trainee 2,2/9/2020,1,Regular,45,Salaried
70640,Farm 70640-AI,906806,Herdsperson 3 (Hourly),2/9/2020,1,Regular,78.32,Hourly
70640,Farm 70640-AI,906806,Herdsperson 3 (Hourly),2/9/2020,35,Prsnl Hol,9.6,Hourly
70640,Farm 70640-AI,906806,Herdsperson 3 (Hourly),2/9/2020,99,PTO,19.2,Hourly
70640,Farm 70640-AI,999886,Herdsperson 2 (Hourly),2/9/2020,1,Regular,97.15,Hourly
70640,Farm 70640-AI,1248788,Herdsperson 3 (Hourly),2/9/2020,1,Regular,107.98,Hourly
70640,Farm 70640-AI,3304001,Boar Stud Mgr.,2/9/2020,1,Regular,80,Salaried
2874,AI Lab-Cyclone 2874,787767,Boar Stud Mgr.,2/23/2020,1,Regular,80,Salaried
2874,AI Lab-Cyclone 2874,3313735,Asst. Sow Farm Mgr. 1,2/23/2020,1,Regular,64,Salaried
2874,AI Lab-Cyclone 2874,3313735,Asst. Sow Farm Mgr. 1,2/23/2020,99,PTO,16,Salaried
2874,AI Lab-Cyclone 2874,3313736,Herdsperson 3 (Hourly),2/23/2020,1,Regular,55.83,Hourly
2874,AI Lab-Cyclone 2874,3313736,Herdsperson 3 (Hourly),2/23/2020,35,Prsnl Hol,16,Hourly
2874,AI Lab-Cyclone 2874,3313736,Herdsperson 3 (Hourly),2/23/2020,99,PTO,16,Hourly
2874,AI Lab-Cyclone 2874,3313737,Herdsperson 3 (Hourly),2/23/2020,1,Regular,92.43,Hourly
2874,AI Lab-Cyclone 2874,3313897,AI Courier,2/23/2020,1,Regular,34.88,Hourly
3470,AI Lab-Cimarron 3470,788267,Boar Stud Mgr.,2/23/2020,1,Regular,80,Salaried
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),2/23/2020,1,Regular,108.42,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),2/23/2020,99,PTO,3,Hourly
3470,AI Lab-Cimarron 3470,2372688,AI Courier,2/23/2020,1,Regular,38.1,Hourly
3470,AI Lab-Cimarron 3470,3309379,Herdsperson 4 (Hourly),2/23/2020,1,Regular,93.53,Hourly
7068,Farm 7068-AI,791747,Boar Stud Mgr.,2/23/2020,1,Regular,80,Salaried
7068,Farm 7068-AI,1016880,Herdsperson 3 (Hourly),2/23/2020,1,Regular,90.72,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 3 (Hourly),2/23/2020,99,PTO,9,Hourly
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,2/23/2020,1,Regular,86.4,Salaried
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,2/23/2020,99,PTO,9.6,Salaried
7068,Farm 7068-AI,1365358,Herdsperson 3 (Hourly),2/23/2020,1,Regular,76.85,Hourly
7068,Farm 7068-AI,1365358,Herdsperson 3 (Hourly),2/23/2020,35,Prsnl Hol,9.6,Hourly
7068,Farm 7068-AI,1365358,Herdsperson 3 (Hourly),2/23/2020,99,PTO,12,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 3 (Hourly),2/23/2020,1,Regular,72.27,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 3 (Hourly),2/23/2020,35,Prsnl Hol,9.6,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 3 (Hourly),2/23/2020,99,PTO,16.6,Hourly
7069,Farm 7069-AI,797573,Sow Farm HOD 1 (Salary),2/23/2020,1,Regular,86.4,Salaried
7069,Farm 7069-AI,797573,Sow Farm HOD 1 (Salary),2/23/2020,35,Prsnl Hol,9.6,Salaried
7069,Farm 7069-AI,1123529,Boar Stud Mgr.,2/23/2020,1,Regular,-86.4,Salaried
7069,Farm 7069-AI,1123529,Boar Stud Mgr.,2/23/2020,1,Regular,80,Salaried
7069,Farm 7069-AI,1123529,Boar Stud Mgr.,2/23/2020,1,Regular,72,Salaried
7069,Farm 7069-AI,1123529,Boar Stud Mgr.,2/23/2020,1,Regular,80,Salaried
7069,Farm 7069-AI,1123529,Boar Stud Mgr.,2/23/2020,1,Regular,-86.4,Salaried
7069,Farm 7069-AI,1123529,Boar Stud Mgr.,2/23/2020,30,Holiday,-9.6,Salaried
7069,Farm 7069-AI,1123529,Boar Stud Mgr.,2/23/2020,35,Prsnl Hol,8,Salaried
7069,Farm 7069-AI,1123529,Boar Stud Mgr.,2/23/2020,35,Prsnl Hol,-9.6,Salaried
7069,Farm 7069-AI,1198387,Production Mgr Trainee 2,2/23/2020,1,Regular,81.88,Salaried
7069,Farm 7069-AI,3310840,Production Mgr Trainee 2 Certf,2/23/2020,1,Regular,96,Salaried
7069,Farm 7069-AI,3321432,Assistant Boar Stud Manager,2/23/2020,1,Regular,96,Salaried
7081,Deercroft Boar Stud,337578,Herdsperson 3 (Hourly),2/23/2020,1,Regular,89.53,Hourly
7081,Deercroft Boar Stud,337578,Herdsperson 3 (Hourly),2/23/2020,30,Holiday,9.6,Hourly
7081,Deercroft Boar Stud,700875,Boar Stud Mgr.,2/23/2020,1,Regular,80,Salaried
7081,Deercroft Boar Stud,1896603,Sow Farm HOD 1 (Salary),2/23/2020,1,Regular,86.4,Salaried
7081,Deercroft Boar Stud,1896603,Sow Farm HOD 1 (Salary),2/23/2020,99,PTO,9.6,Salaried
7081,Deercroft Boar Stud,3315133,Herdsperson 2 (Hourly),2/23/2020,1,Regular,81.93,Hourly
7081,Deercroft Boar Stud,3315133,Herdsperson 2 (Hourly),2/23/2020,35,Prsnl Hol,9.6,Hourly
7082,Laurel Hill Boar Stud,38447,Sow Farm HOD 1 (Salary),2/23/2020,1,Regular,96,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,2/23/2020,1,Regular,64,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,2/23/2020,30,Holiday,8,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,2/23/2020,99,PTO,8,Salaried
7082,Laurel Hill Boar Stud,738304,Herdsperson 3 (Hourly),2/23/2020,1,Regular,67.7,Hourly
7082,Laurel Hill Boar Stud,738304,Herdsperson 3 (Hourly),2/23/2020,99,PTO,23.2,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 3 (Hourly),2/23/2020,1,Regular,81.83,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 3 (Hourly),2/23/2020,99,PTO,9,Hourly
7082,Laurel Hill Boar Stud,3292114,Herdsperson 3 (Hourly),2/23/2020,1,Regular,,Hourly
7092,Askin Boar Stud,689291,Sow Farm HOD 1 (Salary),2/23/2020,1,Regular,86.4,Salaried
7092,Askin Boar Stud,689291,Sow Farm HOD 1 (Salary),2/23/2020,30,Holiday,9.6,Salaried
7092,Askin Boar Stud,714927,Boar Stud Mgr.,2/23/2020,1,Regular,80,Salaried
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,2/23/2020,1,Regular,111.07,Hourly
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,2/23/2020,35,Prsnl Hol,9.6,Hourly
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,2/23/2020,99,PTO,10,Hourly
7092,Askin Boar Stud,2117110,Herdsperson 3 (Hourly),2/23/2020,1,Regular,115.23,Hourly
7092,Askin Boar Stud,2141681,Herdsperson 3 (Hourly),2/23/2020,1,Regular,117.87,Hourly
7092,Askin Boar Stud,3309541,Herdsperson 2 (Hourly),2/23/2020,1,Regular,115.92,Hourly
7092,Askin Boar Stud,3311226,Herdsperson 3 (Hourly),2/23/2020,1,Regular,116.07,Hourly
7092,Askin Boar Stud,3314736,Production Mgr Trainee 1 Certf,2/23/2020,1,Regular,116.38,Hourly
7093,Martin County Boar Stud,903716,Herdsperson 4 (Hourly),2/23/2020,1,Regular,79.73,Hourly
7093,Martin County Boar Stud,935746,Boar Stud Mgr.,2/23/2020,1,Regular,80,Salaried
7093,Martin County Boar Stud,1226601,Sow Farm HOD 1 (Salary),2/23/2020,1,Regular,86.4,Salaried
7093,Martin County Boar Stud,1226601,Sow Farm HOD 1 (Salary),2/23/2020,30,Holiday,9.6,Salaried
7093,Martin County Boar Stud,1839253,Herdsperson 3 (Hourly),2/23/2020,1,Regular,99.97,Hourly
7093,Martin County Boar Stud,2099936,Herdsperson 3 (Hourly),2/23/2020,1,Regular,110.25,Hourly
7093,Martin County Boar Stud,3306937,Production Mgr Trainee 1 Certf,2/23/2020,1,Regular,109.92,Hourly
7093,Martin County Boar Stud,3310111,Production Mgr Trainee 1 Certf,2/23/2020,1,Regular,109.93,Hourly
7093,Martin County Boar Stud,3311229,Herdsperson 2 (Hourly),2/23/2020,1,Regular,106.68,Hourly
